label,tokenized
0,별루 사실 아이보리 사다 늘다 맘 들다 없다 밝다 쪽 쓰다 투톤 고름 회색 두다 원래 회색 이다 세탁 하다 물 빠지다 희끗 회색 가격 대비 가성 비 루 반품 귀찮다 그냥 쓰다 바꾸다
0,오프라인 매장 글루 비싸다
1,양도 많다 좋다 제품 저렴하다 구입 하다 잇다 정말 좋다 착용 감다 편하다 잪 쑤다 있다 같다
1,건 다림 쓰다 있다 커버 씌우다 작업 한결 수월하다 번창 하다
1,배송 조금 늦다 괜찮다 좋다
1,좋다 맛 괜찮다 다음 또 시키다
1,배송 빠르다 제품 가격 얼추 맞다 면 조금 하다 프린팅 조금 조잡하다 보이다 수고 하다
0,원단 가재 수건 얇다 거치다 들어오다 리 다비 치다 반품 신청 왕복 택배 비 아깝다 그냥 쓰기 하다
1,마음 들다 레이어 드용 좋다 듯
0,한진택배 배송 느리다
1,재다 맛남 광장 보고 당근 김밥 만들다 피클 사서 만들다 먹다 또 구매 하다 정말 맛있다
1,그냥 적당하다 같다 좋다 않다
1,만족하다 사용 있다
0,맛 특별하다 않다 은콩 함유 머 검다 콩 유라 말 하다 부끄럽다 눌듯
1,사진 점 정확하다 다만 플라스틱 보다 정전기 일어서다 고양이 털 들러붙어 지저분하다 수가 없다
0,핸들 좀 헐다 렁 거리
1,재다 맛 이기 먹다 홉
0,어어 닌
0,맛 그닥 아기 좋아하다
1,정알 편안하다 진 작살 껄
0,배송 별로 색도 다르다
0,재다 엄마 알로 좋아하다 번 주문 하다 먹다 단골 쿠폰 받다 이번 평소 대량 주문 하다 엄마 받다 보시 끝 잘리다 두다 하다 같다 상품 전 좋다 하다 하다
0,바깥 페인팅 안쪽 칠하다 잇다
0,일 쓰다 너덜너덜하다
1,배송 빠르다 향 좋다 케이스 고급스럽다
1,찢어지다
0,아주 좋다 싸다 맛있다
1,배송 완전 번개 배송 여 확실하다 방이 밝다 보이다
1,처음 연결 되다 않다 몇 번 시도 하다 수동 입력 하다 간혹 가다 끊기다 증상 있다 별 개입 니
0,약간 후회 되다
1,매일 자다 먹다 있다 밥 야채 먹다 든든하다 건강하다 느낌 이예 용
1,디자인 사이즈 색상 모두 보이다 그대로 이다 다리 견고하다 같다
1,혹 시나 주문 해봤다 걱정 하다 필요 없다 줄기 맛보다 밥 그릇 뚝딱 정말 맛 요 먹다
1,재다 항상 자다 먹다 잇다 고맙다
0,급하다 쓰기 하다 정말 거지같다 왜 엉뚱하다 회색 보내다
1,일만 배송 되어다 기다리다 별 개 빼다 유효 기간 년 좋다 포장 꼼꼼하다 자다 되어다 오다
0,생각 괜찮다 거 같다 약간 뻑뻑 하다
0,도움 안되다 쓰다 바로 쓰레기통
1,아주 좋다 습 자
0,집 입다 사다 색깔 사진 달라 교환 하다 하다 그냥 입다 구
1,안경 크기 원하다 만큼 가볍다 좋다
1,가성 비 최고 이다 색도 예쁘다
1,만족하다 싸다 자다 사다
1,기존 써다 오다 실크 모 벨벳 모 더 부들부들하다 진짜 속눈썹 같다 가볍다 좋다
0,건아 죽다 오다 생물 삿 늘다 죽다 먹기 찝찝하다 어찌 마리 살다 잇다 진짜 후기 보고 삿 늘다 의심 가다
0,일주일 사용 해봤다 더 쓰다 보다
0,유통 기한 일로 개월 데 조일 도대체 어디 쓸다 가요
1,기 긧 븑
1,배송 예상 날짜 자다 도착 하다
0,생각 루 이다
1,감삿합니
0,버리다 씻다 살짝 데 치다 짜다
0,먼지 빨아들이다 힘 거의 없다 함
1,만족하다 먼지 자다 나다 상품 평 보고 구매 하다 기존 사용 하다 휴지 먼지 덜 나다 같다 좋다
1,자다 도착 하다 배송 빠르다 자다 도착 하다 장농 있다 고장 나서다 새롭다 구매 하다 배송 자다 받다 교체 하다
1,사다 생각 하다 잘쓰다
1,오래되다 화장실 싹 정리 돼다 부착 간편하다 튼튼하다
1,젖병 없다 불매 해도 젖병 더블 하트
0,줄이다 얇다 상당하다 별로
0,집 벌 가다 업 보다 요일 동안 깨끗하다
0,리뷰 키 가볍다 보다 이다 데 힘 쎄다 편이 맘 놓다 주문 하다 무거워 허리 크게 멍 들다 멍 없다 진담 달다 좀 적응 된거 같다 또 거 색깔 살색 초록색 좀 징그럽다 글 크다
1,친절하다 감사 드리다
1,오프라인 대비 가격 저렴하다 포장 상태 배 숭상 태 만족하다 크다 록스 정품 반절 이상 싸다
0,일주일 한번 번 사용 하다 어이없다 끊어지다 타이 트 매다 잡아당기다 아니다 무겁다 계속 있다 아니다 완전 천원 버리다 기분 이다
1,가격 대비 제품 질 디자인 이쁘다 지인 적극 추천 해주다 싶다 제품 요 색깔 원하다 색 아니다 하다 걱정 하다 받다 순간 괜 걱정 하다 생각 하다
0,배송 이상하다 해주다
0,마음 들다
0,제품 항상 쓰다 제품 구매 하다
1,왤다 케 맛있다 장난 함
1,달 않다 무 좋다
1,레드 컬러 이쁘다 자다 사다 같다
0,사이즈 작고 부드럽다 않다 끄다 끌 하다
1,펄 이크 화려하다 스타일 하이 라이터 배송 주문 다음 날 도착 햇
1,깔끔하다 윳빛 요
1,분사 좋다 세척 편리하다
1,배송 빨르다 내부 넓다 좋다
1,항상 시키다 먹다 믿다 먹다 마이 쉐프 이다 편하다 맛있다 푸다 짐 항상 좋다
1,약간 크게 제작 되어다 책상 아니다 서랍 위 덮다 거 약간 크다 게 더 좋다 거 같다 사용 하다 보다 조금 수축 되다 하다 맞다 나은 듯 하다 거 덮다 깨끗하다 깔끔하다 좋다
1,찍 찍다 양쪽 있다 불편하다 후기 보다 전 괜찮다 재질 천이 아니다 물 뭍으 바로 말 좋다 같다
0,커케 누녀뉴 니야 루메쟈 융
1,만족하다 운동 퐈이팅하 하다 주변 알리다
0,핸드폰 메모 리용 구매 하다 만족하다
0,진짜 지속 커버 별로 시간 가다 그냥 얼굴 전체 뜸 기초 탄탄하다 해도 이건정 말 별로 홈쇼핑 안사깅 다행
0,이름 넣다 분 많다 나다 쪽팔리다 하다
1,배송 빠르다 좋다
1,빠르다 배송 데스크 일체 출시 알다 주다 더 좋다
0,어쟈 어유 더 더누루주
1,쓰다 낡다 구매 하다
1,개 사다 돼다 어유
1,자다 사용 하다 어깨 끈 쉬다 늘어나다 벌써 쭈글쭈글하다
1,변하다 않다 꾀 돌이
1,재다 좋다 아이 아주 좋아하다
0,가격 대비 좀 부족하다 많다
1,매우 신선 열다 점점 활발해지다 황 가득 율도 이상 신선하다 살결 그대로 느껴지다 바로 또 먹다 싶다
1,현관문 옆 홈바 사용 하다 이쁘다 한가지 단점 아래 수납 하다 때 기둥 때문 박스 같다 들어가다
0,안좋다 신생아 먹다 하다 나오다 빨다 힘드다 가보다 그린 맘 쓰다 바꾸다 보다 실패
0,재다 곰팡이 냄새 나 상자 담다 왜 건가 종이 지관 담다 곰팡이 핀 상자 담다 찝찝하다 어떻다 사용 합 너무하다 아니다
0,물 자다 풀어지다 만큼 질 기지 하다
1,빠르다 받다 색깔 이쁘다 좋다
0,계속 무선 충전 중지 하다 오류 뜨다 상성어뎁터 써다 그렇다 같다 어뎁 터 우선 다시 구매 해보다 안되다 반품 요청 려고 하다
1,작다 사이즈 시원하다 좋다 설치 잡다 설치 비 물건 값 거의 배 좀 속상하다 넘다 깔끔하다 작업 해 주시 친절하다 대해 주다 추천
1,재다 좋다 역시 휴지 질도 넘다 좋다
1,공항 자다 수령 하다 잘쓰다 있다
1,뽁뽁 기사 엉뚱하다 두다 가다 하루 다시 오다 감사
1,밀키스 맛 비슷하다 같다
1,이쁘다 이쁘다 받다 확인 해봤다 여자친구 생일 주일 남다 제 눈 이쁘다
0,지속 발림 모두 짧다 색상 화면 훨 어둡다 하다
0,사이즈 좀 크다 편이 챙 부분 마감 처리 모자 옆면 마감 처리 좀 성하다 가격 대비 그렇다
0,리커버리 개뿔 거품 스폰지 같다 절대 사지 않다 되다
1,싸다 이용 하다 좋다
1,자다 받다 만두 생각 커서 놀라다
0,받다 오오오
0,태어나다 처음 해보다 피지 하나 나오다
0,몇번 구매 경우 없다 봉투 안 물이 새다 마무리 제대로 안되다
0,저 맞다 듯 분 선물 주다
0,사고 얼마 알다 로뵷 변신 제품
1,건전지 써다 되다 좋다
0,돈 아깝다 움 설치 양면 테잎 바로 떨어지다 서다 보내다 설치 반대쪽 또 떨어지다 사실 돈 진심 아깝다 움
1,포장 되다 자다 왓네
1,고급 예쁘다 가볍다 코 아기 띠 해봤다 코니 걸곳 없다 흘러내리다 하다 하다 만해 혼자 착용 하다 쫌 불편하다 천이 얇다 찢기다 않다 걱정 되다 아기 보낭 쓸다 있다 예쁘다 만족하다
1,자다 사용 있다 천도 부드럽다 안경 깨끗하다 자다 닦이다 좋다 자다 애용 있다
0,처음 입다 보풀 넘다 생기다
1,깔끔하다 입다
1,저렴하다 구매 하다 전 철물 점 비싸다 주다 사다 저렴하다
0,마카 미아 처음 시키다 보다 다른 곳 상품 안 먹다 보다 정확하다 모르다 맛 썩 좋다 않다 신선하다 않다
0,사이즈 맞다 붙이다 럾었음
0,달 써다 그냥 타이어 좀더 진해 질 반짝반짝하다 광 없다 관리 자다 되다 차 느낌 받다 비추다 이다 안 쓰다 거 넘어가다
1,이쁘다 하루 배송 빠르다 살짝 크다 감 있다 맘 들다 스타일 구매 하다
1,아이 선물 넣다 주다 예쁘다
0,넘다 작다 불편하다 안 입다
1,재다 항상 여기 쇼핑몰 이용 하다 배송비 슬프다 배송비 아니다 최고 저렴하다 곳
1,계속 사용 하다 제품 이다
0,무독 맞다 일단 더럽다 상태 닦다 기스 많다 냄새 심하다 개봉 하다 일 두다 붙이 나서다 방 냄새 일 감 효과 없다 자다 생각 구매 하다
1,넉넉하다 크다 이번 캠핑 자다 쓸다 있다 같다
0,설치 하다 조금 힘들다 빡빡
0,가격 하다 같다
0,배송 그렇다 색상 품절 돼다 품절 표시 해 놓다 하다 여기다 없다 전화 품절 돼다 연락 서다 색상 바꾸다 색상 바꾸다 그것 춤절 돼다 연락 오다 처리 별로 이다 여기 이제 구매 하다 싶다 마음 없다
0,사지 말다 저렴하다 이유
1,처음 향 좀 쎄다 잠깐 틀어놓다 괜찮다 샤워 하다 욕실 좋다 향 가득 차서 기분 좋아지다 용
0,재다 크다 오다 금방 썩다
0,별로 절대 구매 하다 말다 몇번 배달 돼다 전화 하다 천원 더 싸다 하다 열 받다 기본 안되다 곳 이다
1,제품 좋다
1,재다 항상 쓰다 이번 사이즈 주문 실수
0,하나 살 걸 개 동시 산 거 후회 서랍 썩다 있다
0,잘못 구매 하다
1,자다 맞다 자다 닦이다 좋다
1,아몬드 함량 높다 좋다 싸다 가격 살수 있다 좋다
0,그지같다 잔 머리 굳다 말다
1,재다 빠르다 배송 냥 들이다 먹다
0,덕지덕지 발리다 느낌
0,에어 프라이어 굽다 먹다 사다 단맛 없다 텁텁한 맛없다 여지 껏 사먹다 고구마 제일 맛없다 다시다 사먹다 싶다 어떻다 처리 하다 하다
1,재다 달라붙다 않다 넘다 달다 않다 맛있다 사탕 초콜릿 좋다
0,어보 원목 부분 부분 파손 되다 조립 세우다 흔들다 흔들다 싸다 쓰다 써다
0,루멘 아래 실사 용이 어렵다 어둡다 성능 대비 가격 비싸다 느낌 이다
0,핸드폰 바로 영상 확인 하다 제품 아니다 무료 착 타다 비다 내야 하다
1,넘다 좋다 사람 데오드란트 모르다 남자 냄새 쩔다 제발 좀 써다 몸 하수 구 냄새 나다 왜안 쓰다
1,가격 퀄리티 사다 하다 생각 하다
0,저렴하다 티 가나
0,어리다 때 먹다 기억 있다 한번 사보다 제 먹다 보다 맛 맞다 건지다 모르다 신선하다 좋다 콤 달콤하다 맛 있다 같다 맹맛 같다 도하 약간 떫 거 같다
1,블랙 딸 가져가다 버리다 블랙 어디 어울리다 활 용도 높다
0,느돈 날리다
1,여기 진짜 맛있다
1,배송 빠르다 지퍼 자다 잠기다 파다
1,분유 주문 하다 받다 깔끔하다 오다
1,치약 맛 조금 다르다 기다 상쾌하다 좋다 재다 의사 있다
0,발송 완료 잡다 늦다 보내다 취소 하다 그렇다 모르다 기분 나쁘다 다음 시키다 같다 기선
1,빠르다 배송 감사하다 패치 보내다
0,좀 구기다 오다 귀찮다 그냥 써다
0,오리온 베이지 설치 하다 색상 밉다 색 아니다 엘 로우 가깝다
1,주문 그다음 날 배송 받다 프리 퀀시 하다 받다 싶다 갈다 때 없다 그냥 인터넷 구매 하다 받다 보다 역시 이쁘다
0,제품 하자 없다 대가 크다 보다 별로 맛 없다
1,수평 자다 맞다 예쁘다 하다
0,가격 대비 별로
1,순정 확실하다 밝다 시인 좋다 거 같다 포장 하다 오다 배송 빨르다
0,배송 빠르다 개중 하나 새다 양 적다
0,상품 포장 바뀌다 가요
0,먼지 자다 안 붙다 같다 재질 마감 별로 어떻다 끼우다 삐뚤다 하다 싸다 맛 하다 다음 구매 하다 않다 같다
1,신선하다 맛있다
1,좋다 킨즈 역시 만족스럽다 제품 이다
0,세번 액정 자가 수리 사람 이다 살살 다루다 기도 영상 보고 따르다 하다 정도 작업시간 시간 가량 걸리다 곳 이상 하나 없다 다만 홈 버튼 전혀 반응 하다 않다 커넥터 문제 문제 모르다 세번 처음 발생 일 이다
0,냄새
0,바닥 부분 플라스틱 간봉 나사 들어가다 자리 구멍 이안 뚫리다 중간 봉 휘 있다 전체 가볍다 움 좋다 나무 아니다 싸다 맛
1,같다 하나 더 사다 맘 들다
1,역시 배송 이다 잘쓰다
0,긁힌거 오다
0,배송 빨르다 포장 상태 루
0,월 일 붙이다 월 일인 오늘 벌써 깨지다 두번째 붙이다 핸드폰 떨다 트린 없다 하하
1,좋다 평소 사이즈 치수 크다 걸 구입 하다 맞다
1,좋다
1,맘 듭니 잘쓰다 하다
0,매트 하다
0,맛 별로 이다 가격 저렴하다 탓 있다 저 버리다
1,예전 먹다 예전 비다 딱딱하다 섞이다 있다
0,쉬다 먹기 편하다 맛 양도 질도 별로 게장 먹다 느낌 양념장 느껴지다 배송 엉망 이다 이다 뭐 실수 있다 있다 상품 궁금증 한번 먹다 모르다 번은 먹다
1,숨쉬기 편하다 사이즈 크다
0,자다 갈라지다 접착 좋다 않다
0,누가 반품 물건 그대로 보내다 같다 택배 상자 무슨 아이 크림 상자 보내오다 다른 집 주소 적히다 송장 번호 그대로 겹 치다 붙이다 오다 대충 물건 확인 하다 뽁뽁이 테이프 덕지덕지 붙이다 그대 정말 기분 나쁘다
1,배송 자다 받다 하루 배송 되어다
0,뚱뚱하다 그렇다 배 말리다
1,좋다 품질 빠르다 배송 자다 사용 하다 있다 같다
1,산소 포장 꼼꼼하다 포장 되어다 받다 배송 받다 때 아주 싱싱하다 살다 친정엄마 대신 구매 하다 시댁 보내다 드리다 좋다 로 보내다 시댁 좋아하다 살짝 데 치다 먹기 하다 생으로 먹다 하다 맛있다 습 니당다
0,지문 계속 남다 아쉬움 있다
0,빨강 색 치마 코디 려고 빨강 때문 사다 빨강이 없다
1,이전 먹다 만족하다 재다 하다
1,선물 용 구입 하다 조합 니
1,살짝 끈 거리 느낌 좋다
0,화이트 색상 아니다
1,양 대박 이다 울 꼬북이 좋아하다 걋 같다
0,사이즈 스몰 사다 미듐살걸 그렇다
1,빈티 백이 박음질 좋다 소재 괜찮다 조금 두껍다 가로 폭 살짝 커서 가방 넣다 울다 듯 하다 각 잡히다 좋다
0,개다 하다 개다 오다 제 외장하드 호환 이안 돼다 불 들어오다 실행 돼다 지인 구해 연결하다 되다 이건 차다 너무하다 반품 하다 휴지통 버리다
0,털 빠지다 심하다
0,싸다 그렇다 금방 보풀 일어나고 안좋다 매일 입다 아니다 가끔 한번 입다 그렇다 겨울 입다 버리다 사다 이건 달도 알다
0,생각 거치다 자극 잇다 같다 피부
0,무용지물 언도 아깝다
1,눈 마사지 후 시원하다 느낌 들다 피로 풀리다 같다
1,배송 좀 걸리다 제품 완전 맘 들다
1,기대 하다 좋다
